EA-fox.jpg,local_search-fox.jpg,gaussian-fox.jpg,EA-monalisa_sqr.jpg,local_search-monalisa_sqr.jpg,gaussian-monalisa_sqr.jpg,EA-old_man.jpeg,local_search-old_man.jpeg,gaussian-old_man.jpeg
254.92865996649917,275.01391959798997,275.9361139028476,178.0771834625323,220.14673126614986,220.0196834625323,692.0435911111111,742.33136,741.7321155555555
252.20469011725294,310.20435510887773,306.72273031825796,176.799657622739,211.55675064599484,211.61770025839795,690.50776,704.8250755555556,704.95696
