CXPB,MUTPB,best_historical_fitness,avg_best_fitness,std_fitness,avg_time,p-value
0.8,0.01,12564.096199288257,12954.41631672598,390.3201174377218,3.7345149517059326,0.9991595100193003
0.8,0.05,12564.096199288257,12954.41631672598,390.3201174377218,2.974546432495117,0.9991595100193003
0.8,0.1,12564.096199288257,12954.41631672598,390.3201174377218,3.035882830619812,0.9991595100193003
0.9,0.01,12564.096199288257,12954.41631672598,390.3201174377218,3.3099279403686523,0.9991595100193003
0.9,0.05,12564.096199288257,12954.41631672598,390.3201174377218,3.5423842668533325,0.9991595100193003
0.9,0.1,12564.096199288257,12954.41631672598,390.3201174377218,3.514103055000305,0.9991595100193003
