tournament_size,best_historical_fitness,avg_best_fitness,std_fitness,avg_time,p-value
2,12564.096199288257,12954.41631672598,390.3201174377218,3.6213172674179077,0.9991595100193003
3,12564.096199288257,12954.41631672598,390.3201174377218,2.939448595046997,0.9991595100193003
